"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","value","task","sentence_first","sentence_second","presentation_index","rt_ms","sentence","catch_index","sentence_position","catch_type","response_label","correct_response","correct"
"22672","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Andy est à son restaurant préféré et à son habitude il commande 'La Surprise du Chef' comme plat principal. Il s'agit d'une préparation dans laquelle le chef choisit les ingrédients qu'il souhaite travailler. Andy espère qu'il va aimer.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Un parfum incroyable se dégage du plat surprise. Andy se régale.</div>
          </div>
        "," ","html-keyboard-response","149","1400530","0.0-7.0-142.0","","reading","Andy est à son restaurant préféré et à son habitude il commande 'La Surprise du Chef' comme plat principal. Il s'agit d'une préparation dans laquelle le chef choisit les ingrédients qu'il souhaite travailler. Andy espère qu'il va aimer.","Un parfum incroyable se dégage du plat surprise. Andy se régale.","63","22672","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","150","1402530","0.0-7.0-143.0","","","","","","","","","","","","",""
"14447","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Mia se balade avec un ami lorsque soudain il sort un cadeau de son sac.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Son ami lui demande si elle aime le papier cadeau.</div>
          </div>
        "," ","html-keyboard-response","151","1416977","0.0-7.0-144.0","","reading","Mia se balade avec un ami lorsque soudain il sort un cadeau de son sac.","Son ami lui demande si elle aime le papier cadeau.","64","14447","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","152","1418978","0.0-7.0-145.0","","","","","","","","","","","","",""
"10911","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Maja marche avec un ami lorsqu'il sort un cadeau de son sac.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle déballe le cadeau et voit qu'il s'agit du magnifique pull qu'elle voulait depuis des mois.</div>
          </div>
        "," ","html-keyboard-response","153","1429887","0.0-7.0-146.0","","reading","Maja marche avec un ami lorsqu'il sort un cadeau de son sac.","Elle déballe le cadeau et voit qu'il s'agit du magnifique pull qu'elle voulait depuis des mois.","65","10911","","","","","","",""
"9200","
        <div style=""
          display: flex;
          flex-direction: column;
          align-items: center;
          justify-content: center;
          width: 90vw;
          max-width: 90vw;
          box-sizing: border-box;
          padding: 40px;
          word-wrap: break-word;
          overflow-wrap: break-word;
          white-space: normal;
        "">
          <div style=""
            font-family: 'Courier New', monospace;
            font-size: 40px;
            line-height: 2.2;
            letter-spacing: 2px;
            text-align: center;
            color: #111;
            width: 100%;
            word-wrap: break-word;
            overflow-wrap: break-word;
            white-space: normal;
          "">Avez-vous vu la phrase suivante ?<br><br><em>Julie reçoit un appel de l'hôpital pour lui rappeler qu'elle a un rendez-vous avec son dentiste. Julie remercie le réceptionniste pour ce rappel.</em></div>

          <div style=""
            display: flex;
            flex-direction: row;
            gap: 80px;
            margin-top: 60px;
            font-family: 'Courier New', monospace;
            font-size: 28px;
            color: #333;
          "">
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↑</div>
              <div>Oui</div>
            </div>
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↓</div>
              <div>Non</div>
            </div>
          </div>
        </div>
      ","arrowdown","html-keyboard-response","154","1439087","0.0-7.0-147.0","","catch","Maja marche avec un ami lorsqu'il sort un cadeau de son sac.","Elle déballe le cadeau et voit qu'il s'agit du magnifique pull qu'elle voulait depuis des mois.","","","Julie reçoit un appel de l'hôpital pour lui rappeler qu'elle a un rendez-vous avec son dentiste. Julie remercie le réceptionniste pour ce rappel.","6","66","unseen","Non","Non","true"
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","155","1441088","0.0-7.0-148.0","","","","","","","","","","","","",""
"8751","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Mona dort paisiblement dans son lit.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle rêve que son chien court dans le jardin.</div>
          </div>
        "," ","html-keyboard-response","156","1449839","0.0-7.0-149.0","","reading","Mona dort paisiblement dans son lit.","Elle rêve que son chien court dans le jardin.","66","8751","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","157","1451840","0.0-7.0-150.0","","","","","","","","","","","","",""
"24607","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Chloé est sur le point de s'endormir lorsque l'avion sur lequel elle voyage commence à faire un bruit sourd depuis le moteur gauche.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Après quelques minutes, le pilote dit aux passagers qu'une turbine dans le moteur est défectueuse mais que cela ne va pas influencer leur trajet. Il ajoute qu'il ne faut pas paniquer.</div>
          </div>
        "," ","html-keyboard-response","158","1476447","0.0-7.0-151.0","","reading","Chloé est sur le point de s'endormir lorsque l'avion sur lequel elle voyage commence à faire un bruit sourd depuis le moteur gauche.","Après quelques minutes, le pilote dit aux passagers qu'une turbine dans le moteur est défectueuse mais que cela ne va pas influencer leur trajet. Il ajoute qu'il ne faut pas paniquer.","67","24607","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","159","1478448","0.0-7.0-152.0","","","","","","","","","","","","",""
"7983","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Ivan adore faire du voilier.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il part souvent en navigation pendant l'été.</div>
          </div>
        "," ","html-keyboard-response","160","1486431","0.0-7.0-153.0","","reading","Ivan adore faire du voilier.","Il part souvent en navigation pendant l'été.","68","7983","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","161","1488432","0.0-7.0-154.0","","","","","","","","","","","","",""
"20559","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Arthur fait la queue à la banque pour retirer de l'argent quand un homme cagoulé et armé entre dans le bâtiment.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Arthur lâche un cri strident et se fait immédiatement tirer dessus. Il meurt avant d'arriver aux urgences.</div>
          </div>
        "," ","html-keyboard-response","162","1508989","0.0-7.0-155.0","","reading","Arthur fait la queue à la banque pour retirer de l'argent quand un homme cagoulé et armé entre dans le bâtiment.","Arthur lâche un cri strident et se fait immédiatement tirer dessus. Il meurt avant d'arriver aux urgences.","69","20559","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","163","1510990","0.0-7.0-156.0","","","","","","","","","","","","",""
"5167","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Matt a une copine.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il lui fait beaucoup de cadeaux.</div>
          </div>
        "," ","html-keyboard-response","164","1516157","0.0-7.0-157.0","","reading","Matt a une copine.","Il lui fait beaucoup de cadeaux.","70","5167","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","165","1518158","0.0-7.0-158.0","","","","","","","","","","","","",""
"15295","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Comme chaque matin, Sara se balade dans son quartier lorsqu'elle entend quelqu'un chanter bruyamment.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle regarde derrière elle pour comprendre d'où vient cette voix, mais ne voit que des enfants aux alentours.</div>
          </div>
        "," ","html-keyboard-response","166","1533453","0.0-7.0-159.0","","reading","Comme chaque matin, Sara se balade dans son quartier lorsqu'elle entend quelqu'un chanter bruyamment.","Elle regarde derrière elle pour comprendre d'où vient cette voix, mais ne voit que des enfants aux alentours.","71","15295","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","167","1535454","0.0-7.0-160.0","","","","","","","","","","","","",""
"8288","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Elena fait du tourisme lorsqu'elle sent quelque chose de chaud tomber sur son épaule.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle regarde son épaule mais il n'y a rien dessus.</div>
          </div>
        "," ","html-keyboard-response","168","1543742","0.0-7.0-161.0","","reading","Elena fait du tourisme lorsqu'elle sent quelque chose de chaud tomber sur son épaule.","Elle regarde son épaule mais il n'y a rien dessus.","72","8288","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","169","1545742","0.0-7.0-162.0","","","","","","","","","","","","",""
"9775","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Mady fait la fête au centre-ville.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle voit beaucoup de personnes qui consomment de l'alcool.</div>
          </div>
        "," ","html-keyboard-response","170","1555515","0.0-7.0-163.0","","reading","Mady fait la fête au centre-ville.","Elle voit beaucoup de personnes qui consomment de l'alcool.","73","9775","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","171","1557516","0.0-7.0-164.0","","","","","","","","","","","","",""
"7727","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Theo prend l'avion pour partir en vacances.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il a préparé une grande valise avec tous ses habits préférés.</div>
          </div>
        "," ","html-keyboard-response","172","1565243","0.0-7.0-165.0","","reading","Theo prend l'avion pour partir en vacances.","Il a préparé une grande valise avec tous ses habits préférés.","74","7727","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","173","1567244","0.0-7.0-166.0","","","","","","","","","","","","",""
"5615","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Emma se balade dans la rue.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle porte des chaussures bleues.</div>
          </div>
        "," ","html-keyboard-response","174","1572859","0.0-7.0-167.0","","reading","Emma se balade dans la rue.","Elle porte des chaussures bleues.","75","5615","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","175","1574860","0.0-7.0-168.0","","","","","","","","","","","","",""
"8111","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Julie reçoit un appel de l'hôpital pour lui rappeler qu'elle a un rendez-vous avec son dentiste.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Julie remercie le réceptionniste pour ce rappel.</div>
          </div>
        "," ","html-keyboard-response","176","1582971","0.0-7.0-169.0","","reading","Julie reçoit un appel de l'hôpital pour lui rappeler qu'elle a un rendez-vous avec son dentiste.","Julie remercie le réceptionniste pour ce rappel.","76","8111","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","177","1584972","0.0-7.0-170.0","","","","","","","","","","","","",""
"17808","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Jim habite seul et il rentre tous les jours du travail à 19h. Mais vendredi dernier, en passant le seuil de sa porte, un bruit inquiétant venant de l'étage l'a surpris.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Après avoir monté les escaliers en courant, il découvre qu'un oiseau s'est introduit dans sa chambre par la fenêtre et a détruit son vase préféré.</div>
          </div>
        "," ","html-keyboard-response","178","1602779","0.0-7.0-171.0","","reading","Jim habite seul et il rentre tous les jours du travail à 19h. Mais vendredi dernier, en passant le seuil de sa porte, un bruit inquiétant venant de l'étage l'a surpris.","Après avoir monté les escaliers en courant, il découvre qu'un oiseau s'est introduit dans sa chambre par la fenêtre et a détruit son vase préféré.","77","17808","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","179","1604780","0.0-7.0-172.0","","","","","","","","","","","","",""
"8031","
          <div class=""sentence-container"">
            <div class=""sentence-text"">La maman d'Ethan lui envoie un message en disant qu'elle va lui préparer un bon repas.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Curieux, Ethan essaye de l'appeler pour en savoir plus mais son téléphone s'éteint.</div>
          </div>
        "," ","html-keyboard-response","180","1612811","0.0-7.0-173.0","","reading","La maman d'Ethan lui envoie un message en disant qu'elle va lui préparer un bon repas.","Curieux, Ethan essaye de l'appeler pour en savoir plus mais son téléphone s'éteint.","78","8031","","","","","","",""
"11680","
        <div style=""
          display: flex;
          flex-direction: column;
          align-items: center;
          justify-content: center;
          width: 90vw;
          max-width: 90vw;
          box-sizing: border-box;
          padding: 40px;
          word-wrap: break-word;
          overflow-wrap: break-word;
          white-space: normal;
        "">
          <div style=""
            font-family: 'Courier New', monospace;
            font-size: 40px;
            line-height: 2.2;
            letter-spacing: 2px;
            text-align: center;
            color: #111;
            width: 100%;
            word-wrap: break-word;
            overflow-wrap: break-word;
            white-space: normal;
          "">Avez-vous vu la phrase suivante ?<br><br><em>Mira rentre chez elle en pleine nuit, vers 3 heures du matin, lorsqu'elle entend une moto arriver rapidement dans son dos et des cris stridents. Elle se retourne pour regarder ce qu'il se passe.</em></div>

          <div style=""
            display: flex;
            flex-direction: row;
            gap: 80px;
            margin-top: 60px;
            font-family: 'Courier New', monospace;
            font-size: 28px;
            color: #333;
          "">
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↑</div>
              <div>Oui</div>
            </div>
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↓</div>
              <div>Non</div>
            </div>
          </div>
        </div>
      ","arrowdown","html-keyboard-response","181","1624489","0.0-7.0-174.0","","catch","La maman d'Ethan lui envoie un message en disant qu'elle va lui préparer un bon repas.","Curieux, Ethan essaye de l'appeler pour en savoir plus mais son téléphone s'éteint.","","","Mira rentre chez elle en pleine nuit, vers 3 heures du matin, lorsqu'elle entend une moto arriver rapidement dans son dos et des cris stridents. Elle se retourne pour regarder ce qu'il se passe.","7","79","unseen","Non","Non","true"
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","182","1626490","0.0-7.0-175.0","","","","","","","","","","","","",""
"8815","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Kevin est un fervent supporter de l'équipe nationale de football.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il regarde tous les matchs et connaît les particularités de chaque joueur.</div>
          </div>
        "," ","html-keyboard-response","183","1635305","0.0-7.0-176.0","","reading","Kevin est un fervent supporter de l'équipe nationale de football.","Il regarde tous les matchs et connaît les particularités de chaque joueur.","79","8815","","","","","","",""
"11376","
          <div class=""instructions"">
            <h2>Pause — Recalibration</h2>
            <p>Nous allons recalibrer le suivi oculaire.</p>
            <p>Appuyez sur <strong>ESPACE</strong> pour lancer la recalibration.</p>
          </div>
        "," ","html-keyboard-response","184","1646681","0.0-7.0-177.0","","","","","","","","","","","","",""
"","","","call-function","185","1701136","0.0-7.0-178.0","","","","","","","","","","","","",""
"2054","
          <div class=""instructions"">
            <h2>Recalibration terminée</h2>
            <p>Appuyez sur <strong>ESPACE</strong> pour continuer la lecture.</p>
          </div>
        "," ","html-keyboard-response","186","1703191","0.0-7.0-179.0","","","","","","","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","187","1705192","0.0-7.0-180.0","","","","","","","","","","","","",""
"6895","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Sara marche vers chez elle au milieu de la nuit.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Des voitures passent le long de la rue.</div>
          </div>
        "," ","html-keyboard-response","188","1712087","0.0-7.0-181.0","","reading","Sara marche vers chez elle au milieu de la nuit.","Des voitures passent le long de la rue.","80","6895","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","189","1714088","0.0-7.0-182.0","","","","","","","","","","","","",""
"13952","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Soline a travaillé d'arrache-pied sur son devoir le mois passé. Elle se rend en classe et espère recevoir une très bonne note.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Son professeur lui dit qu'il n'a pas encore fini de corriger les devoirs.</div>
          </div>
        "," ","html-keyboard-response","190","1728039","0.0-7.0-183.0","","reading","Soline a travaillé d'arrache-pied sur son devoir le mois passé. Elle se rend en classe et espère recevoir une très bonne note.","Son professeur lui dit qu'il n'a pas encore fini de corriger les devoirs.","81","13952","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","191","1730039","0.0-7.0-184.0","","","","","","","","","","","","",""
"13488","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Nelly aimerait adopter un chaton et elle espère en trouver un au refuge de la ville.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Lorsqu'elle arrive au refuge, Nelly identifie immédiatement le chaton de ses rêves: un tout noir avec des petites oreilles.</div>
          </div>
        "," ","html-keyboard-response","192","1743525","0.0-7.0-185.0","","reading","Nelly aimerait adopter un chaton et elle espère en trouver un au refuge de la ville.","Lorsqu'elle arrive au refuge, Nelly identifie immédiatement le chaton de ses rêves: un tout noir avec des petites oreilles.","82","13488","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","193","1745526","0.0-7.0-186.0","","","","","","","","","","","","",""
"10863","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Mara est dans ses pensées lorsque l'avion dans lequel elle voyage perd de l'altitude violemment. Tout le monde commence à hurler.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">L'hôtesse de l'air la plus proche s'évanouit.</div>
          </div>
        "," ","html-keyboard-response","194","1756389","0.0-7.0-187.0","","reading","Mara est dans ses pensées lorsque l'avion dans lequel elle voyage perd de l'altitude violemment. Tout le monde commence à hurler.","L'hôtesse de l'air la plus proche s'évanouit.","83","10863","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","195","1758389","0.0-7.0-188.0","","","","","","","","","","","","",""
"13855","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Ava a acheté un nouveau sac à main de luxe et elle a hâte de le montrer à ses copines.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Ava est très satisfaite de son achat et elle s'entraîne à défiler avec dans son salon comme le font les stars.</div>
          </div>
        "," ","html-keyboard-response","196","1772245","0.0-7.0-189.0","","reading","Ava a acheté un nouveau sac à main de luxe et elle a hâte de le montrer à ses copines.","Ava est très satisfaite de son achat et elle s'entraîne à défiler avec dans son salon comme le font les stars.","84","13855","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","197","1774246","0.0-7.0-190.0","","","","","","","","","","","","",""
"33663","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Megan est en train de bronzer sur son bateau lorsqu'elle entrevoit une tempête se former à quelques nœuds.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il commence à pleuvoir et elle essaye de s'abriter. Des vagues de plusieurs mètres s'abattent sur le mât du bateau, Megan perd l'équilibre et tombe dans l'eau. Elle se bat contre les vagues pendant plusieurs minutes mais, exténuée, elle se noie.</div>
          </div>
        "," ","html-keyboard-response","198","1807907","0.0-7.0-191.0","","reading","Megan est en train de bronzer sur son bateau lorsqu'elle entrevoit une tempête se former à quelques nœuds.","Il commence à pleuvoir et elle essaye de s'abriter. Des vagues de plusieurs mètres s'abattent sur le mât du bateau, Megan perd l'équilibre et tombe dans l'eau. Elle se bat contre les vagues pendant plusieurs minutes mais, exténuée, elle se noie.","85","33663","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","199","1809908","0.0-7.0-192.0","","","","","","","","","","","","",""
"11151","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Alexandra aimerait adopter un chat et elle espère en trouver un au refuge.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Mais elle est inquiète car son chien a mauvais caractère et il pourrait mal réagir à l'arrivée d'un chaton à la maison.</div>
          </div>
        "," ","html-keyboard-response","200","1821059","0.0-7.0-193.0","","reading","Alexandra aimerait adopter un chat et elle espère en trouver un au refuge.","Mais elle est inquiète car son chien a mauvais caractère et il pourrait mal réagir à l'arrivée d'un chaton à la maison.","86","11151","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","201","1823060","0.0-7.0-194.0","","","","","","","","","","","","",""
"11103","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Mira rentre chez elle en pleine nuit, vers 3 heures du matin, lorsqu'elle entend une moto arriver rapidement dans son dos et des cris stridents.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle se retourne pour regarder ce qu'il se passe.</div>
          </div>
        "," ","html-keyboard-response","202","1834163","0.0-7.0-195.0","","reading","Mira rentre chez elle en pleine nuit, vers 3 heures du matin, lorsqu'elle entend une moto arriver rapidement dans son dos et des cris stridents.","Elle se retourne pour regarder ce qu'il se passe.","87","11103","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","203","1836164","0.0-7.0-196.0","","","","","","","","","","","","",""
"10143","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Lucille ne trouve pas son portable.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle regarde partout dans la maison mais il n'y a pas de trace de son téléphone.</div>
          </div>
        "," ","html-keyboard-response","204","1846307","0.0-7.0-197.0","","reading","Lucille ne trouve pas son portable.","Elle regarde partout dans la maison mais il n'y a pas de trace de son téléphone.","88","10143","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","205","1848308","0.0-7.0-198.0","","","","","","","","","","","","",""
"14575","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Lorena est en retard pour son rendez-vous. Elle s'apprête à sortir mais elle ne trouve pas son téléphone.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle se souvient soudain qu'elle l'a laissé dans les cabines à la gym ce matin.</div>
          </div>
        "," ","html-keyboard-response","206","1862883","0.0-7.0-199.0","","reading","Lorena est en retard pour son rendez-vous. Elle s'apprête à sortir mais elle ne trouve pas son téléphone.","Elle se souvient soudain qu'elle l'a laissé dans les cabines à la gym ce matin.","89","14575","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","207","1864882","0.0-7.0-200.0","","","","","","","","","","","","",""
"16143","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Bob regarde une finale de Coupe du monde, son équipe préférée a des chances de gagner !</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Bob ne quitte pas l'écran des yeux, jusqu'au moment où son équipe devient enfin championne du monde !</div>
          </div>
        "," ","html-keyboard-response","208","1881025","0.0-7.0-201.0","","reading","Bob regarde une finale de Coupe du monde, son équipe préférée a des chances de gagner !","Bob ne quitte pas l'écran des yeux, jusqu'au moment où son équipe devient enfin championne du monde !","90","16143","","","","","","",""
"9371","
        <div style=""
          display: flex;
          flex-direction: column;
          align-items: center;
          justify-content: center;
          width: 90vw;
          max-width: 90vw;
          box-sizing: border-box;
          padding: 40px;
          word-wrap: break-word;
          overflow-wrap: break-word;
          white-space: normal;
        "">
          <div style=""
            font-family: 'Courier New', monospace;
            font-size: 40px;
            line-height: 2.2;
            letter-spacing: 2px;
            text-align: center;
            color: #111;
            width: 100%;
            word-wrap: break-word;
            overflow-wrap: break-word;
            white-space: normal;
          "">Avez-vous vu la phrase suivante ?<br><br><em>En sortant de l'école, Justine réalise qu'elle a oublié son téléphone en classe. Elle décide de retourner à l'école pour le récupérer.</em></div>

          <div style=""
            display: flex;
            flex-direction: row;
            gap: 80px;
            margin-top: 60px;
            font-family: 'Courier New', monospace;
            font-size: 28px;
            color: #333;
          "">
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↑</div>
              <div>Oui</div>
            </div>
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↓</div>
              <div>Non</div>
            </div>
          </div>
        </div>
      ","arrowdown","html-keyboard-response","209","1890396","0.0-7.0-202.0","","catch","Bob regarde une finale de Coupe du monde, son équipe préférée a des chances de gagner !","Bob ne quitte pas l'écran des yeux, jusqu'au moment où son équipe devient enfin championne du monde !","","","En sortant de l'école, Justine réalise qu'elle a oublié son téléphone en classe. Elle décide de retourner à l'école pour le récupérer.","8","91","unseen","Non","Non","true"
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","210","1892397","0.0-7.0-203.0","","","","","","","","","","","","",""
"15028","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Lorenzo est à son restaurant favori, il adore y aller car son ami Aaron est le chef. Lorenzo a hâte de goûter ce qu'Aaron va lui préparer vu que chaque fois qu'il mange chez lui, il découvre de nouvelles saveurs.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">L'attente est plus longue que d'habitude, Lorenzo a très faim.</div>
          </div>
        "," ","html-keyboard-response","211","1907425","0.0-7.0-204.0","","reading","Lorenzo est à son restaurant favori, il adore y aller car son ami Aaron est le chef. Lorenzo a hâte de goûter ce qu'Aaron va lui préparer vu que chaque fois qu'il mange chez lui, il découvre de nouvelles saveurs.","L'attente est plus longue que d'habitude, Lorenzo a très faim.","91","15028","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","212","1909426","0.0-7.0-205.0","","","","","","","","","","","","",""
"6863","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Mara a bientôt un examen de la plus haute importance.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle passe toutes ses journées à la bibliothèque.</div>
          </div>
        "," ","html-keyboard-response","213","1916289","0.0-7.0-206.0","","reading","Mara a bientôt un examen de la plus haute importance.","Elle passe toutes ses journées à la bibliothèque.","92","6863","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","214","1918289","0.0-7.0-207.0","","","","","","","","","","","","",""
"6431","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Erin voyage en avion.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle a bouclé sa ceinture.</div>
          </div>
        "," ","html-keyboard-response","215","1924721","0.0-7.0-208.0","","reading","Erin voyage en avion.","Elle a bouclé sa ceinture.","93","6431","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","216","1926720","0.0-7.0-209.0","","","","","","","","","","","","",""
"9599","
          <div class=""sentence-container"">
            <div class=""sentence-text"">En sortant de l'école, Justine réalise qu'elle a oublié son téléphone en classe.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle décide de retourner à l'école pour le récupérer.</div>
          </div>
        "," ","html-keyboard-response","217","1936319","0.0-7.0-210.0","","reading","En sortant de l'école, Justine réalise qu'elle a oublié son téléphone en classe.","Elle décide de retourner à l'école pour le récupérer.","94","9599","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","218","1938319","0.0-7.0-211.0","","","","","","","","","","","","",""
"17311","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Sam se fait réveiller par l'aboiement de son chien en pleine nuit. Il se dit que c'est étrange étant donné que son chien est d'habitude très calme.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il se lève pour aller voir si son chien va bien. Une fois en bas des escaliers, il se frotte les yeux pour être sûr de bien voir ce qu'il se passe : son chien a une souris dans la gueule.</div>
          </div>
        "," ","html-keyboard-response","219","1955631","0.0-7.0-212.0","","reading","Sam se fait réveiller par l'aboiement de son chien en pleine nuit. Il se dit que c'est étrange étant donné que son chien est d'habitude très calme.","Il se lève pour aller voir si son chien va bien. Une fois en bas des escaliers, il se frotte les yeux pour être sûr de bien voir ce qu'il se passe : son chien a une souris dans la gueule.","95","17311","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","220","1957631","0.0-7.0-213.0","","","","","","","","","","","","",""
