"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","value","task","sentence_first","sentence_second","presentation_index","rt_ms","sentence","catch_index","sentence_position","catch_type","response_label","correct_response","correct"
"11487","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Jim habite seul et il rentre tous les jours du travail à 19h. Mais vendredi dernier, en passant le seuil de sa porte, un bruit inquiétant venant de l'étage l'a surpris.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Après avoir monté les escaliers en courant, il découvre qu'un oiseau s'est introduit dans sa chambre par la fenêtre et a détruit son vase préféré.</div>
          </div>
        "," ","html-keyboard-response","150","893954","0.0-7.0-143.0","","reading","Jim habite seul et il rentre tous les jours du travail à 19h. Mais vendredi dernier, en passant le seuil de sa porte, un bruit inquiétant venant de l'étage l'a surpris.","Après avoir monté les escaliers en courant, il découvre qu'un oiseau s'est introduit dans sa chambre par la fenêtre et a détruit son vase préféré.","64","11487","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","151","895953","0.0-7.0-144.0","","","","","","","","","","","","",""
"4464","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Le train de Kim est retardé.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle entend qu'il sera retardé de quelques heures à cause d'un problème technique qui affecte les rails de train.</div>
          </div>
        "," ","html-keyboard-response","152","900417","0.0-7.0-145.0","","reading","Le train de Kim est retardé.","Elle entend qu'il sera retardé de quelques heures à cause d'un problème technique qui affecte les rails de train.","65","4464","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","153","902417","0.0-7.0-146.0","","","","","","","","","","","","",""
"8239","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Lorenzo est à son restaurant favori, il adore y aller car son ami Aaron est le chef. Lorenzo a hâte de goûter ce qu'Aaron va lui préparer vu que chaque fois qu'il mange chez lui, il découvre de nouvelles saveurs.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">L'attente est plus longue que d'habitude, Lorenzo a très faim.</div>
          </div>
        "," ","html-keyboard-response","154","910657","0.0-7.0-147.0","","reading","Lorenzo est à son restaurant favori, il adore y aller car son ami Aaron est le chef. Lorenzo a hâte de goûter ce qu'Aaron va lui préparer vu que chaque fois qu'il mange chez lui, il découvre de nouvelles saveurs.","L'attente est plus longue que d'habitude, Lorenzo a très faim.","66","8239","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","155","912657","0.0-7.0-148.0","","","","","","","","","","","","",""
"5440","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Lucille ne trouve pas son portable.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle regarde partout dans la maison mais il n'y a pas de trace de son téléphone.</div>
          </div>
        "," ","html-keyboard-response","156","918097","0.0-7.0-149.0","","reading","Lucille ne trouve pas son portable.","Elle regarde partout dans la maison mais il n'y a pas de trace de son téléphone.","67","5440","","","","","","",""
"12768","
        <div style=""
          display: flex;
          flex-direction: column;
          align-items: center;
          justify-content: center;
          width: 90vw;
          max-width: 90vw;
          box-sizing: border-box;
          padding: 40px;
          word-wrap: break-word;
          overflow-wrap: break-word;
          white-space: normal;
        "">
          <div style=""
            font-family: 'Courier New', monospace;
            font-size: 40px;
            line-height: 2.2;
            letter-spacing: 2px;
            text-align: center;
            color: #111;
            width: 100%;
            word-wrap: break-word;
            overflow-wrap: break-word;
            white-space: normal;
          "">Avez-vous vu la phrase suivante ?<br><br><em>Lorenzo est à son restaurant favori, il adore y aller car son ami Aaron est le chef. Lorenzo a hâte de goûter ce qu'Aaron va lui préparer vu que chaque fois qu'il mange chez lui, il découvre de nouvelles saveurs. L'attente est plus longue que d'habitude, Lorenzo a très faim.</em></div>

          <div style=""
            display: flex;
            flex-direction: row;
            gap: 80px;
            margin-top: 60px;
            font-family: 'Courier New', monospace;
            font-size: 28px;
            color: #333;
          "">
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↑</div>
              <div>Oui</div>
            </div>
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↓</div>
              <div>Non</div>
            </div>
          </div>
        </div>
      ","arrowdown","html-keyboard-response","157","930865","0.0-7.0-150.0","","catch","Lucille ne trouve pas son portable.","Elle regarde partout dans la maison mais il n'y a pas de trace de son téléphone.","","","Lorenzo est à son restaurant favori, il adore y aller car son ami Aaron est le chef. Lorenzo a hâte de goûter ce qu'Aaron va lui préparer vu que chaque fois qu'il mange chez lui, il découvre de nouvelles saveurs. L'attente est plus longue que d'habitude, Lorenzo a très faim.","5","68","seen","Non","Oui","false"
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","158","932865","0.0-7.0-151.0","","","","","","","","","","","","",""
"4719","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Lisa a travaillé assidûment pour sa thèse de master.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle a eu une très bonne note: 85% !</div>
          </div>
        "," ","html-keyboard-response","159","937585","0.0-7.0-152.0","","reading","Lisa a travaillé assidûment pour sa thèse de master.","Elle a eu une très bonne note: 85% !","68","4719","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","160","939585","0.0-7.0-153.0","","","","","","","","","","","","",""
"7263","
          <div class=""sentence-container"">
            <div class=""sentence-text"">La maman d'Ethan lui envoie un message en disant qu'elle va lui préparer un bon repas.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Curieux, Ethan essaye de l'appeler pour en savoir plus mais son téléphone s'éteint.</div>
          </div>
        "," ","html-keyboard-response","161","946849","0.0-7.0-154.0","","reading","La maman d'Ethan lui envoie un message en disant qu'elle va lui préparer un bon repas.","Curieux, Ethan essaye de l'appeler pour en savoir plus mais son téléphone s'éteint.","69","7263","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","162","948849","0.0-7.0-155.0","","","","","","","","","","","","",""
"3679","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Karen vient de marcher sur quelque chose de collant.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle regarde sous sa chaussure mais il n'y a rien.</div>
          </div>
        "," ","html-keyboard-response","163","952529","0.0-7.0-156.0","","reading","Karen vient de marcher sur quelque chose de collant.","Elle regarde sous sa chaussure mais il n'y a rien.","70","3679","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","164","954529","0.0-7.0-157.0","","","","","","","","","","","","",""
"8431","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Irene aimerait voyager, mais ne sachant pas où aller, elle décide de demander conseil à une agence de voyages.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">L'agent lui dit qu'il y a des promotions intéressantes pour Malaga, Barcelone et Rome.</div>
          </div>
        "," ","html-keyboard-response","165","962960","0.0-7.0-158.0","","reading","Irene aimerait voyager, mais ne sachant pas où aller, elle décide de demander conseil à une agence de voyages.","L'agent lui dit qu'il y a des promotions intéressantes pour Malaga, Barcelone et Rome.","71","8431","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","166","964960","0.0-7.0-159.0","","","","","","","","","","","","",""
"7455","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Comme chaque matin, Eva se promène lorsqu'elle entend une personne crier des mots dans une langue étrangère derrière elle.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle se retourne et voit qu'il s'agit d'un homme bourré qui se met à vomir sur le trottoir.</div>
          </div>
        "," ","html-keyboard-response","167","972416","0.0-7.0-160.0","","reading","Comme chaque matin, Eva se promène lorsqu'elle entend une personne crier des mots dans une langue étrangère derrière elle.","Elle se retourne et voit qu'il s'agit d'un homme bourré qui se met à vomir sur le trottoir.","72","7455","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","168","974416","0.0-7.0-161.0","","","","","","","","","","","","",""
"3039","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Eva planifie un city-trip à San Francisco.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle voudrait trouver un vol pas cher.</div>
          </div>
        "," ","html-keyboard-response","169","977456","0.0-7.0-162.0","","reading","Eva planifie un city-trip à San Francisco.","Elle voudrait trouver un vol pas cher.","73","3039","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","170","979456","0.0-7.0-163.0","","","","","","","","","","","","",""
"3295","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Sam est sur Tinder.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il croise des profils différents et décide s'il souhaite les 'matcher'.</div>
          </div>
        "," ","html-keyboard-response","171","982752","0.0-7.0-164.0","","reading","Sam est sur Tinder.","Il croise des profils différents et décide s'il souhaite les 'matcher'.","74","3295","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","172","984752","0.0-7.0-165.0","","","","","","","","","","","","",""
"4623","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Simon est avec un ami lorsqu'il croise une fille avec qui ils ont fait la fête toute la nuit il y a quelques semaines.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Ils discutent de tout et de rien.</div>
          </div>
        "," ","html-keyboard-response","173","989376","0.0-7.0-166.0","","reading","Simon est avec un ami lorsqu'il croise une fille avec qui ils ont fait la fête toute la nuit il y a quelques semaines.","Ils discutent de tout et de rien.","75","4623","","","","","","",""
"6319","
        <div style=""
          display: flex;
          flex-direction: column;
          align-items: center;
          justify-content: center;
          width: 90vw;
          max-width: 90vw;
          box-sizing: border-box;
          padding: 40px;
          word-wrap: break-word;
          overflow-wrap: break-word;
          white-space: normal;
        "">
          <div style=""
            font-family: 'Courier New', monospace;
            font-size: 40px;
            line-height: 2.2;
            letter-spacing: 2px;
            text-align: center;
            color: #111;
            width: 100%;
            word-wrap: break-word;
            overflow-wrap: break-word;
            white-space: normal;
          "">Avez-vous vu la phrase suivante ?<br><br><em>En sortant de l'école, Justine réalise qu'elle a oublié son téléphone en classe. Elle décide de retourner à l'école pour le récupérer.</em></div>

          <div style=""
            display: flex;
            flex-direction: row;
            gap: 80px;
            margin-top: 60px;
            font-family: 'Courier New', monospace;
            font-size: 28px;
            color: #333;
          "">
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↑</div>
              <div>Oui</div>
            </div>
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↓</div>
              <div>Non</div>
            </div>
          </div>
        </div>
      ","arrowdown","html-keyboard-response","174","995696","0.0-7.0-167.0","","catch","Simon est avec un ami lorsqu'il croise une fille avec qui ils ont fait la fête toute la nuit il y a quelques semaines.","Ils discutent de tout et de rien.","","","En sortant de l'école, Justine réalise qu'elle a oublié son téléphone en classe. Elle décide de retourner à l'école pour le récupérer.","6","76","unseen","Non","Non","true"
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","175","997696","0.0-7.0-168.0","","","","","","","","","","","","",""
"10575","
          <div class=""sentence-container"">
            <div class=""sentence-text"">La valise de Simon, contenant tous ses livres favoris, a été perdue par la compagnie aérienne lors de son dernier vol.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Simon commence à faire la queue pour réclamer sa valise aux objets trouvés.</div>
          </div>
        "," ","html-keyboard-response","176","1008272","0.0-7.0-169.0","","reading","La valise de Simon, contenant tous ses livres favoris, a été perdue par la compagnie aérienne lors de son dernier vol.","Simon commence à faire la queue pour réclamer sa valise aux objets trouvés.","76","10575","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","177","1010272","0.0-7.0-170.0","","","","","","","","","","","","",""
"5615","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Elena fait du tourisme lorsqu'elle sent quelque chose de chaud tomber sur son épaule.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle regarde son épaule mais il n'y a rien dessus.</div>
          </div>
        "," ","html-keyboard-response","178","1015888","0.0-7.0-171.0","","reading","Elena fait du tourisme lorsqu'elle sent quelque chose de chaud tomber sur son épaule.","Elle regarde son épaule mais il n'y a rien dessus.","77","5615","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","179","1017888","0.0-7.0-172.0","","","","","","","","","","","","",""
"4335","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Serena entend que son examen d'algèbre a été annulé.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle espère que ce soit vrai car elle ne comprend rien en cours.</div>
          </div>
        "," ","html-keyboard-response","180","1022223","0.0-7.0-173.0","","reading","Serena entend que son examen d'algèbre a été annulé.","Elle espère que ce soit vrai car elle ne comprend rien en cours.","78","4335","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","181","1024223","0.0-7.0-174.0","","","","","","","","","","","","",""
"4031","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Justine bronze en pleine mer lorsqu'elle voit une tornade se former au loin.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Un frisson parcourt sa colonne vertébrale.</div>
          </div>
        "," ","html-keyboard-response","182","1028255","0.0-7.0-175.0","","reading","Justine bronze en pleine mer lorsqu'elle voit une tornade se former au loin.","Un frisson parcourt sa colonne vertébrale.","79","4031","","","","","","",""
"1216","
          <div class=""instructions"">
            <h2>Pause — Recalibration</h2>
            <p>Nous allons recalibrer le suivi oculaire.</p>
            <p>Appuyez sur <strong>ESPACE</strong> pour lancer la recalibration.</p>
          </div>
        "," ","html-keyboard-response","183","1029471","0.0-7.0-176.0","","","","","","","","","","","","",""
"","","","call-function","184","1057022","0.0-7.0-177.0","","","","","","","","","","","","",""
"3136","
          <div class=""instructions"">
            <h2>Recalibration terminée</h2>
            <p>Appuyez sur <strong>ESPACE</strong> pour continuer la lecture.</p>
          </div>
        "," ","html-keyboard-response","185","1060159","0.0-7.0-178.0","","","","","","","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","186","1062159","0.0-7.0-179.0","","","","","","","","","","","","",""
"19055","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Kevin est un fervent supporter de l'équipe nationale de football.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il regarde tous les matchs et connaît les particularités de chaque joueur.</div>
          </div>
        "," ","html-keyboard-response","187","1081215","0.0-7.0-180.0","","reading","Kevin est un fervent supporter de l'équipe nationale de football.","Il regarde tous les matchs et connaît les particularités de chaque joueur.","80","19055","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","188","1083214","0.0-7.0-181.0","","","","","","","","","","","","",""
"3103","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Le bus de Cara est en retard.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle continue à attendre.</div>
          </div>
        "," ","html-keyboard-response","189","1086318","0.0-7.0-182.0","","reading","Le bus de Cara est en retard.","Elle continue à attendre.","81","3103","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","190","1088318","0.0-7.0-183.0","","","","","","","","","","","","",""
"9455","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Emmanuel est supposé rejoindre son ami pour prendre un verre d'ici peu, donc il décide de vérifier l'heure qu'il est sur son téléphone.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il est 16h30. Vite ! Il ne lui reste plus que 10 minutes pour le rejoindre.</div>
          </div>
        "," ","html-keyboard-response","191","1097774","0.0-7.0-184.0","","reading","Emmanuel est supposé rejoindre son ami pour prendre un verre d'ici peu, donc il décide de vérifier l'heure qu'il est sur son téléphone.","Il est 16h30. Vite ! Il ne lui reste plus que 10 minutes pour le rejoindre.","82","9455","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","192","1099774","0.0-7.0-185.0","","","","","","","","","","","","",""
"8559","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Maja marche avec un ami lorsqu'il sort un cadeau de son sac.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle déballe le cadeau et voit qu'il s'agit du magnifique pull qu'elle voulait depuis des mois.</div>
          </div>
        "," ","html-keyboard-response","193","1108334","0.0-7.0-186.0","","reading","Maja marche avec un ami lorsqu'il sort un cadeau de son sac.","Elle déballe le cadeau et voit qu'il s'agit du magnifique pull qu'elle voulait depuis des mois.","83","8559","","","","","","",""
"6943","
        <div style=""
          display: flex;
          flex-direction: column;
          align-items: center;
          justify-content: center;
          width: 90vw;
          max-width: 90vw;
          box-sizing: border-box;
          padding: 40px;
          word-wrap: break-word;
          overflow-wrap: break-word;
          white-space: normal;
        "">
          <div style=""
            font-family: 'Courier New', monospace;
            font-size: 40px;
            line-height: 2.2;
            letter-spacing: 2px;
            text-align: center;
            color: #111;
            width: 100%;
            word-wrap: break-word;
            overflow-wrap: break-word;
            white-space: normal;
          "">Avez-vous vu la phrase suivante ?<br><br><em>Maja marche avec un ami lorsqu'il sort un cadeau de son sac. Elle déballe le cadeau et voit qu'il s'agit du magnifique pull qu'elle voulait depuis des mois.</em></div>

          <div style=""
            display: flex;
            flex-direction: row;
            gap: 80px;
            margin-top: 60px;
            font-family: 'Courier New', monospace;
            font-size: 28px;
            color: #333;
          "">
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↑</div>
              <div>Oui</div>
            </div>
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↓</div>
              <div>Non</div>
            </div>
          </div>
        </div>
      ","arrowup","html-keyboard-response","194","1115277","0.0-7.0-187.0","","catch","Maja marche avec un ami lorsqu'il sort un cadeau de son sac.","Elle déballe le cadeau et voit qu'il s'agit du magnifique pull qu'elle voulait depuis des mois.","","","Maja marche avec un ami lorsqu'il sort un cadeau de son sac. Elle déballe le cadeau et voit qu'il s'agit du magnifique pull qu'elle voulait depuis des mois.","7","84","seen","Oui","Oui","true"
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","195","1117278","0.0-7.0-188.0","","","","","","","","","","","","",""
"15231","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Sam se fait réveiller par l'aboiement de son chien en pleine nuit. Il se dit que c'est étrange étant donné que son chien est d'habitude très calme.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il se lève pour aller voir si son chien va bien. Une fois en bas des escaliers, il se frotte les yeux pour être sûr de bien voir ce qu'il se passe : son chien a une souris dans la gueule.</div>
          </div>
        "," ","html-keyboard-response","196","1132510","0.0-7.0-189.0","","reading","Sam se fait réveiller par l'aboiement de son chien en pleine nuit. Il se dit que c'est étrange étant donné que son chien est d'habitude très calme.","Il se lève pour aller voir si son chien va bien. Une fois en bas des escaliers, il se frotte les yeux pour être sûr de bien voir ce qu'il se passe : son chien a une souris dans la gueule.","84","15231","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","197","1134510","0.0-7.0-190.0","","","","","","","","","","","","",""
"5791","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Il est 4 heures du matin et John est sur le point de s'endormir lorsqu'il entend des coups de feu.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il sursaute de son lit et regarde par sa fenêtre.</div>
          </div>
        "," ","html-keyboard-response","198","1140301","0.0-7.0-191.0","","reading","Il est 4 heures du matin et John est sur le point de s'endormir lorsqu'il entend des coups de feu.","Il sursaute de son lit et regarde par sa fenêtre.","85","5791","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","199","1142302","0.0-7.0-192.0","","","","","","","","","","","","",""
"10415","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Nathan a joué à la loterie avec les mêmes numéros qu'il utilise à chaque fois. Cette semaine, il pourrait gagner 3 000 000 d'euros.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Nathan regarde ses numéros par rapport aux numéros gagnants... et c'est le jackpot !!! Il a tous les numéros gagnants, il est maintenant millionnaire !</div>
          </div>
        "," ","html-keyboard-response","200","1152717","0.0-7.0-193.0","","reading","Nathan a joué à la loterie avec les mêmes numéros qu'il utilise à chaque fois. Cette semaine, il pourrait gagner 3 000 000 d'euros.","Nathan regarde ses numéros par rapport aux numéros gagnants... et c'est le jackpot !!! Il a tous les numéros gagnants, il est maintenant millionnaire !","86","10415","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","201","1154717","0.0-7.0-194.0","","","","","","","","","","","","",""
"8304","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Max a un nouveau match sur Tinder !</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il tente d'ouvrir l'application pour voir de qui il s'agit, mais son téléphone reste figé sur la page d'accueil.</div>
          </div>
        "," ","html-keyboard-response","202","1163021","0.0-7.0-195.0","","reading","Max a un nouveau match sur Tinder !","Il tente d'ouvrir l'application pour voir de qui il s'agit, mais son téléphone reste figé sur la page d'accueil.","87","8304","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","203","1165021","0.0-7.0-196.0","","","","","","","","","","","","",""
"8095","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Lucie marche dans la rue lorsqu'elle voit une personne au loin qui ressemble à son cousin Jérémy.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Lucie essaye d'attirer son attention en hurlant son prénom, en vain.</div>
          </div>
        "," ","html-keyboard-response","204","1173116","0.0-7.0-197.0","","reading","Lucie marche dans la rue lorsqu'elle voit une personne au loin qui ressemble à son cousin Jérémy.","Lucie essaye d'attirer son attention en hurlant son prénom, en vain.","88","8095","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","205","1175117","0.0-7.0-198.0","","","","","","","","","","","","",""
"4207","
          <div class=""sentence-container"">
            <div class=""sentence-text"">En sortant de l'école, Justine réalise qu'elle a oublié son téléphone en classe.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle décide de retourner à l'école pour le récupérer.</div>
          </div>
        "," ","html-keyboard-response","206","1179324","0.0-7.0-199.0","","reading","En sortant de l'école, Justine réalise qu'elle a oublié son téléphone en classe.","Elle décide de retourner à l'école pour le récupérer.","89","4207","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","207","1181325","0.0-7.0-200.0","","","","","","","","","","","","",""
"9823","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Emma est en train de courir dans un parc lorsqu'elle voit un homme au loin qui ressemble à son ami Marcus. Elle commence à courir dans sa direction pour vérifier que c'est bien lui.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Emma se rapproche de l'homme et crie: 'Marcus !'. L'homme se retourne en sursautant et la salue chaleureusement.</div>
          </div>
        "," ","html-keyboard-response","208","1191148","0.0-7.0-201.0","","reading","Emma est en train de courir dans un parc lorsqu'elle voit un homme au loin qui ressemble à son ami Marcus. Elle commence à courir dans sa direction pour vérifier que c'est bien lui.","Emma se rapproche de l'homme et crie: 'Marcus !'. L'homme se retourne en sursautant et la salue chaleureusement.","90","9823","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","209","1193149","0.0-7.0-202.0","","","","","","","","","","","","",""
"2255","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Mona dort paisiblement dans son lit.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle rêve que son chien court dans le jardin.</div>
          </div>
        "," ","html-keyboard-response","210","1195404","0.0-7.0-203.0","","reading","Mona dort paisiblement dans son lit.","Elle rêve que son chien court dans le jardin.","91","2255","","","","","","",""
"7824","
        <div style=""
          display: flex;
          flex-direction: column;
          align-items: center;
          justify-content: center;
          width: 90vw;
          max-width: 90vw;
          box-sizing: border-box;
          padding: 40px;
          word-wrap: break-word;
          overflow-wrap: break-word;
          white-space: normal;
        "">
          <div style=""
            font-family: 'Courier New', monospace;
            font-size: 40px;
            line-height: 2.2;
            letter-spacing: 2px;
            text-align: center;
            color: #111;
            width: 100%;
            word-wrap: break-word;
            overflow-wrap: break-word;
            white-space: normal;
          "">Avez-vous vu la phrase suivante ?<br><br><em>Mira rentre chez elle en pleine nuit, vers 3 heures du matin, lorsqu'elle entend une moto arriver rapidement dans son dos et des cris stridents. Elle se retourne pour regarder ce qu'il se passe.</em></div>

          <div style=""
            display: flex;
            flex-direction: row;
            gap: 80px;
            margin-top: 60px;
            font-family: 'Courier New', monospace;
            font-size: 28px;
            color: #333;
          "">
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↑</div>
              <div>Oui</div>
            </div>
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↓</div>
              <div>Non</div>
            </div>
          </div>
        </div>
      ","arrowdown","html-keyboard-response","211","1203228","0.0-7.0-204.0","","catch","Mona dort paisiblement dans son lit.","Elle rêve que son chien court dans le jardin.","","","Mira rentre chez elle en pleine nuit, vers 3 heures du matin, lorsqu'elle entend une moto arriver rapidement dans son dos et des cris stridents. Elle se retourne pour regarder ce qu'il se passe.","8","92","unseen","Non","Non","true"
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","212","1205228","0.0-7.0-205.0","","","","","","","","","","","","",""
"4319","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Leo a commandé un écran sur Amazon.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il reçoit son colis après 2 jours ouvrables comme prévu.</div>
          </div>
        "," ","html-keyboard-response","213","1209547","0.0-7.0-206.0","","reading","Leo a commandé un écran sur Amazon.","Il reçoit son colis après 2 jours ouvrables comme prévu.","92","4319","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","214","1211548","0.0-7.0-207.0","","","","","","","","","","","","",""
"6943","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Bob regarde une finale de Coupe du monde, son équipe préférée a des chances de gagner !</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Bob ne quitte pas l'écran des yeux, jusqu'au moment où son équipe devient enfin championne du monde !</div>
          </div>
        "," ","html-keyboard-response","215","1218491","0.0-7.0-208.0","","reading","Bob regarde une finale de Coupe du monde, son équipe préférée a des chances de gagner !","Bob ne quitte pas l'écran des yeux, jusqu'au moment où son équipe devient enfin championne du monde !","93","6943","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","216","1220492","0.0-7.0-209.0","","","","","","","","","","","","",""
"7375","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Mira rentre chez elle en pleine nuit, vers 3 heures du matin, lorsqu'elle entend une moto arriver rapidement dans son dos et des cris stridents.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle se retourne pour regarder ce qu'il se passe.</div>
          </div>
        "," ","html-keyboard-response","217","1227867","0.0-7.0-210.0","","reading","Mira rentre chez elle en pleine nuit, vers 3 heures du matin, lorsqu'elle entend une moto arriver rapidement dans son dos et des cris stridents.","Elle se retourne pour regarder ce qu'il se passe.","94","7375","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","218","1229868","0.0-7.0-211.0","","","","","","","","","","","","",""
